"Time","Sensor_No","Analog_Read","Voltage_mV","Temperature_degC"
"5.6.2023 15:7:18",4,201,603,10.3
"5.6.2023 15:7:24",1,202,606,10.6
"5.6.2023 15:7:24",2,200,600,10
"5.6.2023 15:7:24",3,203,609,10.9
"5.6.2023 15:7:24",4,201,603,10.3
"5.6.2023 15:7:31",1,202,606,10.6
"5.6.2023 15:7:31",2,201,603,10.3
"5.6.2023 15:7:31",3,204,612,11.2
"5.6.2023 15:7:31",4,203,609,10.9
"5.6.2023 15:7:38",1,203,609,10.9
"5.6.2023 15:7:38",2,201,603,10.3
"5.6.2023 15:7:38",3,203,609,10.9
"5.6.2023 15:7:38",4,202,606,10.6
"5.6.2023 15:7:44",1,203,609,10.9
"5.6.2023 15:7:44",2,201,603,10.3
"5.6.2023 15:7:44",3,203,609,10.9
"5.6.2023 15:7:44",4,202,606,10.6
"5.6.2023 15:7:51",1,202,606,10.6
"5.6.2023 15:7:51",2,201,603,10.3
"5.6.2023 15:7:51",3,201,603,10.3
"5.6.2023 15:7:51",4,202,606,10.6
"5.6.2023 15:7:58",1,201,603,10.3
"5.6.2023 15:7:58",2,200,600,10
"5.6.2023 15:7:58",3,204,612,11.2
"5.6.2023 15:7:58",4,202,606,10.6
"5.6.2023 15:8:4",1,203,609,10.9
"5.6.2023 15:8:4",2,200,600,10
"5.6.2023 15:8:4",3,203,609,10.9
"5.6.2023 15:8:4",4,203,609,10.9
"5.6.2023 15:8:11",1,202,606,10.6
"5.6.2023 15:8:11",2,200,600,10
"5.6.2023 15:8:11",3,203,609,10.9
"5.6.2023 15:8:11",4,203,609,10.9
"5.6.2023 15:8:18",1,202,606,10.6
"5.6.2023 15:8:18",2,200,600,10
"5.6.2023 15:8:18",3,203,609,10.9
"5.6.2023 15:8:18",4,202,606,10.6
"5.6.2023 15:8:24",1,203,609,10.9
"5.6.2023 15:8:24",2,201,603,10.3
"5.6.2023 15:8:24",3,203,609,10.9
"5.6.2023 15:8:24",4,202,606,10.6
"5.6.2023 15:8:31",1,200,600,10
"5.6.2023 15:8:31",2,200,600,10
"5.6.2023 15:8:31",3,203,609,10.9
"5.6.2023 15:8:31",4,202,606,10.6
"5.6.2023 15:8:38",1,202,606,10.6
"5.6.2023 15:8:38",2,202,606,10.6
"5.6.2023 15:8:38",3,203,609,10.9
"5.6.2023 15:8:38",4,202,606,10.6
"5.6.2023 15:8:45",1,203,609,10.9
"5.6.2023 15:8:45",2,201,603,10.3
"5.6.2023 15:8:45",3,199,597,9.7
"5.6.2023 15:8:45",4,202,606,10.6
"5.6.2023 15:8:51",1,202,606,10.6
"5.6.2023 15:8:51",2,201,603,10.3
"5.6.2023 15:8:51",3,203,609,10.9
"5.6.2023 15:8:51",4,202,606,10.6
"5.6.2023 15:8:58",1,197,591,9.1
"5.6.2023 15:8:58",2,200,600,10
"5.6.2023 15:8:58",3,202,606,10.6
"5.6.2023 15:8:58",4,201,603,10.3
"5.6.2023 15:9:5",1,201,603,10.3
"5.6.2023 15:9:5",2,200,600,10
"5.6.2023 15:9:5",3,205,615,11.5
"5.6.2023 15:9:5",4,202,606,10.6
"5.6.2023 15:9:11",1,203,609,10.9
"5.6.2023 15:9:11",2,201,603,10.3
"5.6.2023 15:9:11",3,203,609,10.9
"5.6.2023 15:9:11",4,202,606,10.6
"5.6.2023 15:9:18",1,202,606,10.6
"5.6.2023 15:9:18",2,201,603,10.3
"5.6.2023 15:9:18",3,204,612,11.2
"5.6.2023 15:9:18",4,202,606,10.6
"5.6.2023 15:9:25",1,204,612,11.2
"5.6.2023 15:9:25",2,200,600,10
"5.6.2023 15:9:25",3,205,615,11.5
"5.6.2023 15:9:25",4,202,606,10.6
"5.6.2023 15:9:31",1,203,609,10.9
"5.6.2023 15:9:31",2,201,603,10.3
"5.6.2023 15:9:31",3,203,609,10.9
"5.6.2023 15:9:31",4,202,606,10.6
"5.6.2023 15:9:38",1,202,606,10.6
"5.6.2023 15:9:38",2,201,603,10.3
"5.6.2023 15:9:38",3,204,612,11.2
"5.6.2023 15:9:38",4,202,606,10.6
"5.6.2023 15:9:45",1,203,609,10.9
"5.6.2023 15:9:45",2,201,603,10.3
"5.6.2023 15:9:45",3,203,609,10.9
"5.6.2023 15:9:45",4,203,609,10.9
"5.6.2023 15:9:51",1,201,603,10.3
"5.6.2023 15:9:51",2,201,603,10.3
"5.6.2023 15:9:51",3,204,612,11.2
"5.6.2023 15:9:51",4,203,609,10.9
"5.6.2023 15:9:58",1,202,606,10.6
"5.6.2023 15:9:58",2,201,603,10.3
"5.6.2023 15:9:58",3,203,609,10.9
"5.6.2023 15:9:58",4,202,606,10.6
"5.6.2023 15:10:5",1,201,603,10.3
"5.6.2023 15:10:5",2,202,606,10.6
"5.6.2023 15:10:5",3,204,612,11.2
"5.6.2023 15:10:5",4,200,600,10
"5.6.2023 15:10:12",1,203,609,10.9
"5.6.2023 15:10:12",2,201,603,10.3
"5.6.2023 15:10:12",3,204,612,11.2
"5.6.2023 15:10:12",4,202,606,10.6
