"Time","Sensor_No","Analog_Read","Voltage_mV","Temperature_degC"
"8.6.2023 21:29:30",3,314,942,44.2
"8.6.2023 21:29:30",4,435,1305,80.5
"8.6.2023 21:29:39",1,270,810,31
"8.6.2023 21:29:39",2,413,1239,73.9
"8.6.2023 21:29:39",3,313,939,43.9
"8.6.2023 21:29:39",4,434,1302,80.2
"8.6.2023 21:29:49",1,269,807,30.7
"8.6.2023 21:29:49",2,413,1239,73.9
"8.6.2023 21:29:49",3,314,942,44.2
"8.6.2023 21:29:49",4,434,1302,80.2
"8.6.2023 21:29:58",1,271,813,31.3
"8.6.2023 21:29:58",2,412,1236,73.6
"8.6.2023 21:29:58",3,312,936,43.6
"8.6.2023 21:29:58",4,433,1299,79.9
"8.6.2023 21:30:8",1,269,807,30.7
"8.6.2023 21:30:8",2,412,1236,73.6
"8.6.2023 21:30:8",3,313,939,43.9
"8.6.2023 21:30:8",4,434,1302,80.2
"8.6.2023 21:30:17",1,268,804,30.4
"8.6.2023 21:30:17",2,413,1239,73.9
"8.6.2023 21:30:17",3,313,939,43.9
"8.6.2023 21:30:17",4,433,1299,79.9
"8.6.2023 21:30:27",1,269,807,30.7
"8.6.2023 21:30:27",2,411,1233,73.3
"8.6.2023 21:30:27",3,313,939,43.9
"8.6.2023 21:30:27",4,433,1299,79.9
"8.6.2023 21:30:36",1,267,801,30.1
"8.6.2023 21:30:36",2,411,1233,73.3
"8.6.2023 21:30:36",3,313,939,43.9
"8.6.2023 21:30:36",4,433,1299,79.9
"8.6.2023 21:30:45",1,267,801,30.1
"8.6.2023 21:30:45",2,411,1233,73.3
"8.6.2023 21:30:45",3,312,936,43.6
"8.6.2023 21:30:45",4,432,1296,79.6
"8.6.2023 21:30:55",1,267,801,30.1
"8.6.2023 21:30:55",2,410,1230,73
"8.6.2023 21:30:55",3,312,936,43.6
"8.6.2023 21:30:55",4,433,1299,79.9
"8.6.2023 21:31:4",1,267,801,30.1
"8.6.2023 21:31:4",2,410,1230,73
"8.6.2023 21:31:4",3,312,936,43.6
"8.6.2023 21:31:4",4,431,1293,79.3
"8.6.2023 21:31:13",1,268,804,30.4
"8.6.2023 21:31:13",2,410,1230,73
"8.6.2023 21:31:13",3,312,936,43.6
"8.6.2023 21:31:13",4,431,1293,79.3
"8.6.2023 21:31:23",1,268,804,30.4
"8.6.2023 21:31:23",2,411,1233,73.3
"8.6.2023 21:31:23",3,312,936,43.6
"8.6.2023 21:31:23",4,430,1290,79
"8.6.2023 21:31:32",1,269,807,30.7
"8.6.2023 21:31:32",2,409,1227,72.7
"8.6.2023 21:31:32",3,311,933,43.3
"8.6.2023 21:31:32",4,430,1290,79
"8.6.2023 21:31:42",1,267,801,30.1
"8.6.2023 21:31:42",2,410,1230,73
"8.6.2023 21:31:42",3,311,933,43.3
"8.6.2023 21:31:42",4,431,1293,79.3
"8.6.2023 21:31:51",1,268,804,30.4
"8.6.2023 21:31:51",2,409,1227,72.7
"8.6.2023 21:31:51",3,311,933,43.3
"8.6.2023 21:31:51",4,431,1293,79.3
"8.6.2023 21:32:0",1,268,804,30.4
"8.6.2023 21:32:0",2,409,1227,72.7
"8.6.2023 21:32:0",3,311,933,43.3
"8.6.2023 21:32:0",4,430,1290,79
"8.6.2023 21:32:10",1,269,807,30.7
"8.6.2023 21:32:10",2,409,1227,72.7
"8.6.2023 21:32:10",3,312,936,43.6
"8.6.2023 21:32:10",4,431,1293,79.3
"8.6.2023 21:32:19",1,267,801,30.1
"8.6.2023 21:32:19",2,408,1224,72.4
"8.6.2023 21:32:19",3,310,930,43
"8.6.2023 21:32:19",4,429,1287,78.7
"8.6.2023 21:32:29",1,267,801,30.1
"8.6.2023 21:32:29",2,407,1221,72.1
"8.6.2023 21:32:29",3,311,933,43.3
"8.6.2023 21:32:29",4,430,1290,79
"8.6.2023 21:32:38",1,267,801,30.1
"8.6.2023 21:32:38",2,408,1224,72.4
"8.6.2023 21:32:38",3,311,933,43.3
"8.6.2023 21:32:38",4,430,1290,79
"8.6.2023 21:32:47",1,267,801,30.1
"8.6.2023 21:32:47",2,408,1224,72.4
"8.6.2023 21:32:47",3,311,933,43.3
"8.6.2023 21:32:47",4,430,1290,79
"8.6.2023 21:32:57",1,267,801,30.1
"8.6.2023 21:32:57",2,407,1221,72.1
"8.6.2023 21:32:57",3,310,930,43
"8.6.2023 21:32:57",4,429,1287,78.7
"8.6.2023 21:33:6",1,267,801,30.1
"8.6.2023 21:33:6",2,407,1221,72.1
"8.6.2023 21:33:6",3,310,930,43
"8.6.2023 21:33:6",4,429,1287,78.7
"8.6.2023 21:33:16",1,266,798,29.8
"8.6.2023 21:33:16",2,406,1218,71.8
"8.6.2023 21:33:16",3,310,930,43
"8.6.2023 21:33:16",4,429,1287,78.7
"8.6.2023 21:33:25",1,267,801,30.1
"8.6.2023 21:33:25",2,407,1221,72.1
"8.6.2023 21:33:25",3,311,933,43.3
"8.6.2023 21:33:25",4,428,1284,78.4
"8.6.2023 21:33:34",1,266,798,29.8
"8.6.2023 21:33:34",2,406,1218,71.8
"8.6.2023 21:33:34",3,310,930,43
"8.6.2023 21:33:34",4,428,1284,78.4
"8.6.2023 21:33:44",1,267,801,30.1
"8.6.2023 21:33:44",2,404,1212,71.2
"8.6.2023 21:33:44",3,309,927,42.7
"8.6.2023 21:33:44",4,428,1284,78.4
"8.6.2023 21:33:53",1,264,792,29.2
"8.6.2023 21:33:53",2,409,1227,72.7
"8.6.2023 21:33:53",3,309,927,42.7
"8.6.2023 21:33:53",4,428,1284,78.4
"8.6.2023 21:34:2",1,265,795,29.5
"8.6.2023 21:34:2",2,406,1218,71.8
"8.6.2023 21:34:2",3,309,927,42.7
"8.6.2023 21:34:2",4,427,1281,78.1
"8.6.2023 21:34:12",1,267,801,30.1
"8.6.2023 21:34:12",2,404,1212,71.2
"8.6.2023 21:34:12",3,308,924,42.4
"8.6.2023 21:34:12",4,427,1281,78.1
"8.6.2023 21:34:21",1,265,795,29.5
"8.6.2023 21:34:21",2,404,1212,71.2
"8.6.2023 21:34:21",3,310,930,43
"8.6.2023 21:34:21",4,423,1269,76.9
"8.6.2023 21:34:31",1,266,798,29.8
"8.6.2023 21:34:31",2,405,1215,71.5
"8.6.2023 21:34:31",3,308,924,42.4
"8.6.2023 21:34:31",4,427,1281,78.1
"8.6.2023 21:34:40",1,266,798,29.8
"8.6.2023 21:34:40",2,404,1212,71.2
"8.6.2023 21:34:40",3,308,924,42.4
"8.6.2023 21:34:40",4,426,1278,77.8
"8.6.2023 21:34:49",1,269,807,30.7
"8.6.2023 21:34:49",2,405,1215,71.5
"8.6.2023 21:34:49",3,308,924,42.4
"8.6.2023 21:34:49",4,426,1278,77.8
"8.6.2023 21:34:59",1,266,798,29.8
"8.6.2023 21:34:59",2,401,1203,70.3
"8.6.2023 21:34:59",3,308,924,42.4
"8.6.2023 21:34:59",4,428,1284,78.4
"8.6.2023 21:35:8",1,265,795,29.5
"8.6.2023 21:35:8",2,402,1206,70.6
"8.6.2023 21:35:8",3,308,924,42.4
"8.6.2023 21:35:8",4,426,1278,77.8
"8.6.2023 21:35:17",1,266,798,29.8
"8.6.2023 21:35:17",2,402,1206,70.6
"8.6.2023 21:35:17",3,308,924,42.4
"8.6.2023 21:35:17",4,427,1281,78.1
"8.6.2023 21:35:27",1,265,795,29.5
"8.6.2023 21:35:27",2,402,1206,70.6
"8.6.2023 21:35:27",3,307,921,42.1
"8.6.2023 21:35:27",4,425,1275,77.5
"8.6.2023 21:35:36",1,264,792,29.2
"8.6.2023 21:35:36",2,400,1200,70
"8.6.2023 21:35:36",3,307,921,42.1
"8.6.2023 21:35:36",4,426,1278,77.8
"8.6.2023 21:35:46",1,264,792,29.2
"8.6.2023 21:35:46",2,402,1206,70.6
"8.6.2023 21:35:46",3,307,921,42.1
"8.6.2023 21:35:46",4,425,1275,77.5
"8.6.2023 21:35:55",1,265,795,29.5
"8.6.2023 21:35:55",2,402,1206,70.6
"8.6.2023 21:35:55",3,307,921,42.1
"8.6.2023 21:35:55",4,426,1278,77.8
"8.6.2023 21:36:4",1,265,795,29.5
"8.6.2023 21:36:4",2,401,1203,70.3
"8.6.2023 21:36:4",3,306,918,41.8
"8.6.2023 21:36:4",4,426,1278,77.8
"8.6.2023 21:36:14",1,265,795,29.5
"8.6.2023 21:36:14",2,400,1200,70
"8.6.2023 21:36:14",3,307,921,42.1
"8.6.2023 21:36:14",4,425,1275,77.5
"8.6.2023 21:36:24",1,264,792,29.2
"8.6.2023 21:36:24",2,401,1203,70.3
"8.6.2023 21:36:24",3,307,921,42.1
"8.6.2023 21:36:24",4,426,1278,77.8
"8.6.2023 21:36:33",1,265,795,29.5
"8.6.2023 21:36:33",2,401,1203,70.3
"8.6.2023 21:36:33",3,307,921,42.1
"8.6.2023 21:36:33",4,424,1272,77.2
"8.6.2023 21:36:43",1,265,795,29.5
"8.6.2023 21:36:43",2,400,1200,70
"8.6.2023 21:36:43",3,307,921,42.1
"8.6.2023 21:36:43",4,424,1272,77.2
"8.6.2023 21:36:53",1,265,795,29.5
"8.6.2023 21:36:53",2,400,1200,70
"8.6.2023 21:36:53",3,306,918,41.8
"8.6.2023 21:36:53",4,424,1272,77.2
"8.6.2023 21:37:2",1,264,792,29.2
"8.6.2023 21:37:2",2,401,1203,70.3
"8.6.2023 21:37:2",3,306,918,41.8
"8.6.2023 21:37:2",4,424,1272,77.2
"8.6.2023 21:37:12",1,264,792,29.2
"8.6.2023 21:37:12",2,399,1197,69.7
"8.6.2023 21:37:12",3,306,918,41.8
"8.6.2023 21:37:12",4,423,1269,76.9
"8.6.2023 21:37:22",1,264,792,29.2
"8.6.2023 21:37:22",2,400,1200,70
"8.6.2023 21:37:22",3,305,915,41.5
"8.6.2023 21:37:22",4,423,1269,76.9
"8.6.2023 21:37:31",1,264,792,29.2
"8.6.2023 21:37:31",2,398,1194,69.4
"8.6.2023 21:37:31",3,305,915,41.5
"8.6.2023 21:37:31",4,423,1269,76.9
"8.6.2023 21:37:41",1,264,792,29.2
"8.6.2023 21:37:41",2,397,1191,69.1
"8.6.2023 21:37:41",3,306,918,41.8
"8.6.2023 21:37:41",4,423,1269,76.9
"8.6.2023 21:37:51",1,265,795,29.5
"8.6.2023 21:37:51",2,400,1200,70
"8.6.2023 21:37:51",3,305,915,41.5
"8.6.2023 21:37:51",4,422,1266,76.6
"8.6.2023 21:38:0",1,264,792,29.2
"8.6.2023 21:38:0",2,398,1194,69.4
"8.6.2023 21:38:0",3,305,915,41.5
"8.6.2023 21:38:0",4,423,1269,76.9
"8.6.2023 21:38:10",1,263,789,28.9
"8.6.2023 21:38:10",2,395,1185,68.5
"8.6.2023 21:38:10",3,305,915,41.5
"8.6.2023 21:38:10",4,422,1266,76.6
"8.6.2023 21:38:20",1,263,789,28.9
"8.6.2023 21:38:20",2,398,1194,69.4
"8.6.2023 21:38:20",3,304,912,41.2
"8.6.2023 21:38:20",4,414,1242,74.2
"8.6.2023 21:38:29",1,263,789,28.9
"8.6.2023 21:38:29",2,396,1188,68.8
"8.6.2023 21:38:29",3,305,915,41.5
"8.6.2023 21:38:29",4,421,1263,76.3
"8.6.2023 21:38:39",1,262,786,28.6
"8.6.2023 21:38:39",2,398,1194,69.4
"8.6.2023 21:38:39",3,304,912,41.2
"8.6.2023 21:38:39",4,421,1263,76.3
"8.6.2023 21:38:49",1,264,792,29.2
"8.6.2023 21:38:49",2,396,1188,68.8
"8.6.2023 21:38:49",3,304,912,41.2
"8.6.2023 21:38:49",4,421,1263,76.3
"8.6.2023 21:38:58",1,263,789,28.9
"8.6.2023 21:38:58",2,396,1188,68.8
"8.6.2023 21:38:58",3,304,912,41.2
"8.6.2023 21:38:58",4,420,1260,76
"8.6.2023 21:39:8",1,264,792,29.2
"8.6.2023 21:39:8",2,396,1188,68.8
"8.6.2023 21:39:8",3,304,912,41.2
"8.6.2023 21:39:8",4,420,1260,76
"8.6.2023 21:39:17",1,264,792,29.2
"8.6.2023 21:39:17",2,396,1188,68.8
"8.6.2023 21:39:17",3,304,912,41.2
"8.6.2023 21:39:17",4,421,1263,76.3
"8.6.2023 21:39:26",1,262,786,28.6
"8.6.2023 21:39:26",2,395,1185,68.5
"8.6.2023 21:39:26",3,304,912,41.2
"8.6.2023 21:39:26",4,419,1257,75.7
"8.6.2023 21:39:36",1,262,786,28.6
"8.6.2023 21:39:36",2,394,1182,68.2
"8.6.2023 21:39:36",3,304,912,41.2
"8.6.2023 21:39:36",4,420,1260,76
"8.6.2023 21:39:45",1,262,786,28.6
"8.6.2023 21:39:45",2,395,1185,68.5
"8.6.2023 21:39:45",3,303,909,40.9
"8.6.2023 21:39:45",4,420,1260,76
"8.6.2023 21:39:55",1,262,786,28.6
"8.6.2023 21:39:55",2,394,1182,68.2
"8.6.2023 21:39:55",3,303,909,40.9
"8.6.2023 21:39:55",4,419,1257,75.7
"8.6.2023 21:40:4",1,263,789,28.9
"8.6.2023 21:40:4",2,396,1188,68.8
"8.6.2023 21:40:4",3,303,909,40.9
"8.6.2023 21:40:4",4,418,1254,75.4
"8.6.2023 21:40:14",1,263,789,28.9
"8.6.2023 21:40:14",2,394,1182,68.2
"8.6.2023 21:40:14",3,300,900,40
"8.6.2023 21:40:14",4,419,1257,75.7
"8.6.2023 21:40:23",1,262,786,28.6
"8.6.2023 21:40:23",2,395,1185,68.5
"8.6.2023 21:40:23",3,304,912,41.2
"8.6.2023 21:40:23",4,418,1254,75.4
"8.6.2023 21:40:32",1,262,786,28.6
"8.6.2023 21:40:32",2,393,1179,67.9
"8.6.2023 21:40:32",3,302,906,40.6
"8.6.2023 21:40:32",4,417,1251,75.1
"8.6.2023 21:40:42",1,263,789,28.9
"8.6.2023 21:40:42",2,394,1182,68.2
"8.6.2023 21:40:42",3,305,915,41.5
"8.6.2023 21:40:42",4,418,1254,75.4
"8.6.2023 21:40:51",1,263,789,28.9
"8.6.2023 21:40:51",2,392,1176,67.6
"8.6.2023 21:40:51",3,302,906,40.6
"8.6.2023 21:40:51",4,418,1254,75.4
"8.6.2023 21:41:1",1,264,792,29.2
"8.6.2023 21:41:1",2,393,1179,67.9
"8.6.2023 21:41:1",3,301,903,40.3
"8.6.2023 21:41:1",4,416,1248,74.8
"8.6.2023 21:41:10",1,263,789,28.9
"8.6.2023 21:41:10",2,392,1176,67.6
"8.6.2023 21:41:10",3,302,906,40.6
"8.6.2023 21:41:10",4,417,1251,75.1
"8.6.2023 21:41:19",1,261,783,28.3
"8.6.2023 21:41:19",2,392,1176,67.6
"8.6.2023 21:41:19",3,302,906,40.6
"8.6.2023 21:41:19",4,419,1257,75.7
"8.6.2023 21:41:29",1,262,786,28.6
"8.6.2023 21:41:29",2,393,1179,67.9
"8.6.2023 21:41:29",3,301,903,40.3
"8.6.2023 21:41:29",4,416,1248,74.8
"8.6.2023 21:41:38",1,261,783,28.3
"8.6.2023 21:41:38",2,392,1176,67.6
"8.6.2023 21:41:38",3,301,903,40.3
"8.6.2023 21:41:38",4,417,1251,75.1
"8.6.2023 21:41:48",1,262,786,28.6
"8.6.2023 21:41:48",2,391,1173,67.3
"8.6.2023 21:41:48",3,302,906,40.6
"8.6.2023 21:41:48",4,417,1251,75.1
"8.6.2023 21:41:57",1,262,786,28.6
"8.6.2023 21:41:57",2,391,1173,67.3
"8.6.2023 21:41:57",3,302,906,40.6
"8.6.2023 21:41:57",4,416,1248,74.8
"8.6.2023 21:42:7",1,262,786,28.6
"8.6.2023 21:42:7",2,389,1167,66.7
"8.6.2023 21:42:7",3,302,906,40.6
"8.6.2023 21:42:7",4,416,1248,74.8
"8.6.2023 21:42:16",1,261,783,28.3
"8.6.2023 21:42:16",2,390,1170,67
"8.6.2023 21:42:16",3,301,903,40.3
"8.6.2023 21:42:16",4,416,1248,74.8
"8.6.2023 21:42:25",1,261,783,28.3
"8.6.2023 21:42:25",2,389,1167,66.7
"8.6.2023 21:42:25",3,299,897,39.7
"8.6.2023 21:42:25",4,415,1245,74.5
"8.6.2023 21:42:35",1,261,783,28.3
"8.6.2023 21:42:35",2,391,1173,67.3
"8.6.2023 21:42:35",3,300,900,40
"8.6.2023 21:42:35",4,416,1248,74.8
"8.6.2023 21:42:44",1,261,783,28.3
"8.6.2023 21:42:44",2,391,1173,67.3
"8.6.2023 21:42:44",3,300,900,40
"8.6.2023 21:42:44",4,414,1242,74.2
"8.6.2023 21:42:54",1,261,783,28.3
"8.6.2023 21:42:54",2,389,1167,66.7
"8.6.2023 21:42:54",3,300,900,40
"8.6.2023 21:42:54",4,414,1242,74.2
"8.6.2023 21:43:3",1,262,786,28.6
"8.6.2023 21:43:3",2,389,1167,66.7
"8.6.2023 21:43:3",3,300,900,40
"8.6.2023 21:43:3",4,414,1242,74.2
"8.6.2023 21:43:12",1,260,780,28
"8.6.2023 21:43:12",2,389,1167,66.7
"8.6.2023 21:43:12",3,300,900,40
"8.6.2023 21:43:12",4,414,1242,74.2
"8.6.2023 21:43:22",1,261,783,28.3
"8.6.2023 21:43:22",2,389,1167,66.7
"8.6.2023 21:43:22",3,300,900,40
"8.6.2023 21:43:22",4,414,1242,74.2
"8.6.2023 21:43:31",1,261,783,28.3
"8.6.2023 21:43:31",2,389,1167,66.7
"8.6.2023 21:43:31",3,299,897,39.7
"8.6.2023 21:43:31",4,414,1242,74.2
"8.6.2023 21:43:41",1,261,783,28.3
"8.6.2023 21:43:41",2,388,1164,66.4
"8.6.2023 21:43:41",3,300,900,40
"8.6.2023 21:43:41",4,413,1239,73.9
"8.6.2023 21:43:50",1,260,780,28
"8.6.2023 21:43:50",2,388,1164,66.4
"8.6.2023 21:43:50",3,300,900,40
"8.6.2023 21:43:50",4,413,1239,73.9
"8.6.2023 21:44:0",1,260,780,28
"8.6.2023 21:44:0",2,388,1164,66.4
"8.6.2023 21:44:0",3,300,900,40
"8.6.2023 21:44:0",4,412,1236,73.6
"8.6.2023 21:44:9",1,260,780,28
"8.6.2023 21:44:9",2,387,1161,66.1
"8.6.2023 21:44:9",3,300,900,40
"8.6.2023 21:44:9",4,412,1236,73.6
"8.6.2023 21:44:18",1,261,783,28.3
"8.6.2023 21:44:18",2,387,1161,66.1
"8.6.2023 21:44:18",3,299,897,39.7
"8.6.2023 21:44:18",4,413,1239,73.9
"8.6.2023 21:44:28",1,260,780,28
"8.6.2023 21:44:28",2,386,1158,65.8
"8.6.2023 21:44:28",3,299,897,39.7
"8.6.2023 21:44:28",4,411,1233,73.3
"8.6.2023 21:44:37",1,261,783,28.3
"8.6.2023 21:44:37",2,387,1161,66.1
"8.6.2023 21:44:37",3,300,900,40
"8.6.2023 21:44:37",4,413,1239,73.9
"8.6.2023 21:44:47",1,259,777,27.7
"8.6.2023 21:44:47",2,386,1158,65.8
"8.6.2023 21:44:47",3,300,900,40
"8.6.2023 21:44:47",4,413,1239,73.9
"8.6.2023 21:44:56",1,260,780,28
"8.6.2023 21:44:56",2,387,1161,66.1
"8.6.2023 21:44:56",3,299,897,39.7
"8.6.2023 21:44:56",4,412,1236,73.6
"8.6.2023 21:45:5",1,261,783,28.3
"8.6.2023 21:45:5",2,385,1155,65.5
"8.6.2023 21:45:5",3,299,897,39.7
"8.6.2023 21:45:5",4,411,1233,73.3
"8.6.2023 21:45:15",1,259,777,27.7
"8.6.2023 21:45:15",2,384,1152,65.2
"8.6.2023 21:45:15",3,298,894,39.4
"8.6.2023 21:45:15",4,411,1233,73.3
"8.6.2023 21:45:24",1,260,780,28
"8.6.2023 21:45:24",2,385,1155,65.5
"8.6.2023 21:45:24",3,298,894,39.4
"8.6.2023 21:45:24",4,410,1230,73
"8.6.2023 21:45:34",1,260,780,28
"8.6.2023 21:45:34",2,386,1158,65.8
"8.6.2023 21:45:34",3,298,894,39.4
"8.6.2023 21:45:34",4,410,1230,73
"8.6.2023 21:45:43",1,258,774,27.4
"8.6.2023 21:45:43",2,384,1152,65.2
"8.6.2023 21:45:43",3,298,894,39.4
"8.6.2023 21:45:43",4,410,1230,73
"8.6.2023 21:45:53",1,261,783,28.3
"8.6.2023 21:45:53",2,382,1146,64.6
"8.6.2023 21:45:53",3,298,894,39.4
"8.6.2023 21:45:53",4,409,1227,72.7
"8.6.2023 21:46:2",1,260,780,28
"8.6.2023 21:46:2",2,383,1149,64.9
"8.6.2023 21:46:2",3,298,894,39.4
"8.6.2023 21:46:2",4,410,1230,73
"8.6.2023 21:46:11",1,259,777,27.7
"8.6.2023 21:46:11",2,384,1152,65.2
"8.6.2023 21:46:11",3,297,891,39.1
"8.6.2023 21:46:11",4,409,1227,72.7
"8.6.2023 21:46:21",1,259,777,27.7
"8.6.2023 21:46:21",2,384,1152,65.2
"8.6.2023 21:46:21",3,297,891,39.1
"8.6.2023 21:46:21",4,409,1227,72.7
"8.6.2023 21:46:30",1,259,777,27.7
"8.6.2023 21:46:30",2,383,1149,64.9
"8.6.2023 21:46:30",3,297,891,39.1
"8.6.2023 21:46:30",4,408,1224,72.4
"8.6.2023 21:46:40",1,260,780,28
"8.6.2023 21:46:40",2,384,1152,65.2
"8.6.2023 21:46:40",3,297,891,39.1
"8.6.2023 21:46:40",4,409,1227,72.7
"8.6.2023 21:46:49",1,260,780,28
"8.6.2023 21:46:49",2,381,1143,64.3
"8.6.2023 21:46:49",3,296,888,38.8
"8.6.2023 21:46:49",4,409,1227,72.7
"8.6.2023 21:46:59",1,258,774,27.4
"8.6.2023 21:46:59",2,383,1149,64.9
"8.6.2023 21:46:59",3,297,891,39.1
"8.6.2023 21:46:59",4,408,1224,72.4
"8.6.2023 21:47:8",1,258,774,27.4
"8.6.2023 21:47:8",2,382,1146,64.6
"8.6.2023 21:47:8",3,297,891,39.1
"8.6.2023 21:47:8",4,408,1224,72.4
"8.6.2023 21:47:17",1,258,774,27.4
"8.6.2023 21:47:17",2,381,1143,64.3
"8.6.2023 21:47:17",3,296,888,38.8
"8.6.2023 21:47:17",4,408,1224,72.4
"8.6.2023 21:47:27",1,258,774,27.4
"8.6.2023 21:47:27",2,381,1143,64.3
"8.6.2023 21:47:27",3,295,885,38.5
"8.6.2023 21:47:27",4,407,1221,72.1
"8.6.2023 21:47:36",1,259,777,27.7
"8.6.2023 21:47:36",2,380,1140,64
"8.6.2023 21:47:36",3,296,888,38.8
"8.6.2023 21:47:36",4,407,1221,72.1
"8.6.2023 21:47:46",1,260,780,28
"8.6.2023 21:47:46",2,380,1140,64
"8.6.2023 21:47:46",3,295,885,38.5
"8.6.2023 21:47:46",4,406,1218,71.8
"8.6.2023 21:47:55",1,258,774,27.4
"8.6.2023 21:47:55",2,381,1143,64.3
"8.6.2023 21:47:55",3,295,885,38.5
"8.6.2023 21:47:55",4,406,1218,71.8
"8.6.2023 21:48:4",1,258,774,27.4
"8.6.2023 21:48:4",2,380,1140,64
"8.6.2023 21:48:4",3,295,885,38.5
"8.6.2023 21:48:4",4,407,1221,72.1
"8.6.2023 21:48:14",1,257,771,27.1
"8.6.2023 21:48:14",2,379,1137,63.7
"8.6.2023 21:48:14",3,295,885,38.5
"8.6.2023 21:48:14",4,406,1218,71.8
"8.6.2023 21:48:23",1,259,777,27.7
"8.6.2023 21:48:23",2,379,1137,63.7
"8.6.2023 21:48:23",3,296,888,38.8
"8.6.2023 21:48:23",4,406,1218,71.8
"8.6.2023 21:48:33",1,258,774,27.4
"8.6.2023 21:48:33",2,379,1137,63.7
"8.6.2023 21:48:33",3,296,888,38.8
"8.6.2023 21:48:33",4,404,1212,71.2
"8.6.2023 21:48:42",1,254,762,26.2
"8.6.2023 21:48:42",2,379,1137,63.7
"8.6.2023 21:48:42",3,296,888,38.8
"8.6.2023 21:48:42",4,405,1215,71.5
"8.6.2023 21:48:51",1,257,771,27.1
"8.6.2023 21:48:51",2,378,1134,63.4
"8.6.2023 21:48:51",3,293,879,37.9
"8.6.2023 21:48:51",4,406,1218,71.8
"8.6.2023 21:49:1",1,258,774,27.4
"8.6.2023 21:49:1",2,378,1134,63.4
"8.6.2023 21:49:1",3,295,885,38.5
"8.6.2023 21:49:1",4,405,1215,71.5
"8.6.2023 21:49:10",1,258,774,27.4
"8.6.2023 21:49:10",2,378,1134,63.4
"8.6.2023 21:49:10",3,295,885,38.5
"8.6.2023 21:49:10",4,404,1212,71.2
"8.6.2023 21:49:20",1,258,774,27.4
"8.6.2023 21:49:20",2,376,1128,62.8
"8.6.2023 21:49:20",3,294,882,38.2
"8.6.2023 21:49:20",4,405,1215,71.5
"8.6.2023 21:49:29",1,256,768,26.8
"8.6.2023 21:49:29",2,378,1134,63.4
"8.6.2023 21:49:29",3,295,885,38.5
"8.6.2023 21:49:29",4,403,1209,70.9
"8.6.2023 21:49:39",1,257,771,27.1
"8.6.2023 21:49:39",2,377,1131,63.1
"8.6.2023 21:49:39",3,292,876,37.6
"8.6.2023 21:49:39",4,404,1212,71.2
"8.6.2023 21:49:48",1,256,768,26.8
"8.6.2023 21:49:48",2,376,1128,62.8
"8.6.2023 21:49:48",3,294,882,38.2
"8.6.2023 21:49:48",4,404,1212,71.2
"8.6.2023 21:49:57",1,257,771,27.1
"8.6.2023 21:49:57",2,377,1131,63.1
"8.6.2023 21:49:57",3,294,882,38.2
"8.6.2023 21:49:57",4,404,1212,71.2
"8.6.2023 21:50:7",1,258,774,27.4
"8.6.2023 21:50:7",2,375,1125,62.5
"8.6.2023 21:50:7",3,294,882,38.2
"8.6.2023 21:50:7",4,403,1209,70.9
"8.6.2023 21:50:16",1,258,774,27.4
"8.6.2023 21:50:16",2,376,1128,62.8
"8.6.2023 21:50:16",3,294,882,38.2
"8.6.2023 21:50:16",4,403,1209,70.9
"8.6.2023 21:50:26",1,256,768,26.8
"8.6.2023 21:50:26",2,376,1128,62.8
"8.6.2023 21:50:26",3,294,882,38.2
"8.6.2023 21:50:26",4,404,1212,71.2
"8.6.2023 21:50:35",1,256,768,26.8
"8.6.2023 21:50:35",2,376,1128,62.8
"8.6.2023 21:50:35",3,294,882,38.2
"8.6.2023 21:50:35",4,403,1209,70.9
"8.6.2023 21:50:44",1,256,768,26.8
"8.6.2023 21:50:44",2,377,1131,63.1
"8.6.2023 21:50:44",3,293,879,37.9
"8.6.2023 21:50:44",4,403,1209,70.9
"8.6.2023 21:50:54",1,258,774,27.4
"8.6.2023 21:50:54",2,375,1125,62.5
"8.6.2023 21:50:54",3,293,879,37.9
"8.6.2023 21:50:54",4,401,1203,70.3
"8.6.2023 21:51:3",1,257,771,27.1
"8.6.2023 21:51:3",2,374,1122,62.2
"8.6.2023 21:51:3",3,294,882,38.2
"8.6.2023 21:51:3",4,402,1206,70.6
"8.6.2023 21:51:13",1,256,768,26.8
"8.6.2023 21:51:13",2,374,1122,62.2
"8.6.2023 21:51:13",3,292,876,37.6
"8.6.2023 21:51:13",4,402,1206,70.6
"8.6.2023 21:51:22",1,258,774,27.4
"8.6.2023 21:51:22",2,378,1134,63.4
"8.6.2023 21:51:22",3,295,885,38.5
"8.6.2023 21:51:22",4,401,1203,70.3
"8.6.2023 21:51:32",1,256,768,26.8
"8.6.2023 21:51:32",2,373,1119,61.9
"8.6.2023 21:51:32",3,293,879,37.9
"8.6.2023 21:51:32",4,401,1203,70.3
"8.6.2023 21:51:41",1,256,768,26.8
"8.6.2023 21:51:41",2,373,1119,61.9
"8.6.2023 21:51:41",3,292,876,37.6
"8.6.2023 21:51:41",4,400,1200,70
"8.6.2023 21:51:50",1,257,771,27.1
"8.6.2023 21:51:50",2,373,1119,61.9
"8.6.2023 21:51:50",3,293,879,37.9
"8.6.2023 21:51:50",4,401,1203,70.3
"8.6.2023 21:52:0",1,256,768,26.8
"8.6.2023 21:52:0",2,373,1119,61.9
"8.6.2023 21:52:0",3,293,879,37.9
"8.6.2023 21:52:0",4,401,1203,70.3
"8.6.2023 21:52:9",1,256,768,26.8
