"Time","Sensor_No","Analog_Read","Voltage_mV","Temperature_degC"
"8.6.2023 16:30:50",3,276,828,32.8
"8.6.2023 16:30:50",4,237,711,21.1
"8.6.2023 16:31:0",1,263,789,28.9
"8.6.2023 16:31:0",2,239,717,21.7
"8.6.2023 16:31:0",3,278,834,33.4
"8.6.2023 16:31:0",4,237,711,21.1
"8.6.2023 16:31:9",1,263,789,28.9
"8.6.2023 16:31:9",2,238,714,21.4
"8.6.2023 16:31:9",3,276,828,32.8
"8.6.2023 16:31:9",4,238,714,21.4
"8.6.2023 16:31:19",1,265,795,29.5
"8.6.2023 16:31:19",2,240,720,22
"8.6.2023 16:31:19",3,277,831,33.1
"8.6.2023 16:31:19",4,238,714,21.4
"8.6.2023 16:31:29",1,264,792,29.2
"8.6.2023 16:31:29",2,240,720,22
"8.6.2023 16:31:29",3,277,831,33.1
"8.6.2023 16:31:29",4,237,711,21.1
"8.6.2023 16:31:39",1,264,792,29.2
"8.6.2023 16:31:39",2,240,720,22
"8.6.2023 16:31:39",3,278,834,33.4
"8.6.2023 16:31:39",4,238,714,21.4
"8.6.2023 16:31:48",1,262,786,28.6
"8.6.2023 16:31:48",2,240,720,22
"8.6.2023 16:31:48",3,277,831,33.1
"8.6.2023 16:31:48",4,238,714,21.4
"8.6.2023 16:31:58",1,265,795,29.5
"8.6.2023 16:31:58",2,240,720,22
"8.6.2023 16:31:58",3,277,831,33.1
"8.6.2023 16:31:58",4,239,717,21.7
"8.6.2023 16:32:8",1,265,795,29.5
"8.6.2023 16:32:8",2,239,717,21.7
"8.6.2023 16:32:8",3,278,834,33.4
"8.6.2023 16:32:8",4,238,714,21.4
"8.6.2023 16:32:17",1,264,792,29.2
"8.6.2023 16:32:17",2,241,723,22.3
"8.6.2023 16:32:17",3,277,831,33.1
"8.6.2023 16:32:17",4,237,711,21.1
"8.6.2023 16:32:27",1,266,798,29.8
"8.6.2023 16:32:27",2,239,717,21.7
"8.6.2023 16:32:27",3,279,837,33.7
"8.6.2023 16:32:27",4,238,714,21.4
"8.6.2023 16:32:37",1,264,792,29.2
"8.6.2023 16:32:37",2,242,726,22.6
"8.6.2023 16:32:37",3,277,831,33.1
"8.6.2023 16:32:37",4,238,714,21.4
"8.6.2023 16:32:46",1,264,792,29.2
"8.6.2023 16:32:46",2,240,720,22
"8.6.2023 16:32:46",3,278,834,33.4
"8.6.2023 16:32:46",4,238,714,21.4
"8.6.2023 16:32:56",1,265,795,29.5
"8.6.2023 16:32:56",2,239,717,21.7
"8.6.2023 16:32:56",3,278,834,33.4
"8.6.2023 16:32:56",4,237,711,21.1
"8.6.2023 16:33:6",1,265,795,29.5
"8.6.2023 16:33:6",2,240,720,22
"8.6.2023 16:33:6",3,275,825,32.5
"8.6.2023 16:33:6",4,237,711,21.1
"8.6.2023 16:33:16",1,265,795,29.5
"8.6.2023 16:33:16",2,239,717,21.7
"8.6.2023 16:33:16",3,277,831,33.1
"8.6.2023 16:33:16",4,239,717,21.7
"8.6.2023 16:33:25",1,266,798,29.8
"8.6.2023 16:33:25",2,240,720,22
"8.6.2023 16:33:25",3,278,834,33.4
"8.6.2023 16:33:25",4,238,714,21.4
"8.6.2023 16:33:35",1,264,792,29.2
"8.6.2023 16:33:35",2,239,717,21.7
"8.6.2023 16:33:35",3,279,837,33.7
"8.6.2023 16:33:35",4,238,714,21.4
"8.6.2023 16:33:45",1,265,795,29.5
"8.6.2023 16:33:45",2,240,720,22
"8.6.2023 16:33:45",3,277,831,33.1
"8.6.2023 16:33:45",4,238,714,21.4
"8.6.2023 16:33:54",1,267,801,30.1
"8.6.2023 16:33:54",2,240,720,22
"8.6.2023 16:33:54",3,279,837,33.7
"8.6.2023 16:33:54",4,237,711,21.1
"8.6.2023 16:34:4",1,266,798,29.8
"8.6.2023 16:34:4",2,240,720,22
"8.6.2023 16:34:4",3,279,837,33.7
"8.6.2023 16:34:4",4,238,714,21.4
"8.6.2023 16:34:14",1,266,798,29.8
"8.6.2023 16:34:14",2,239,717,21.7
"8.6.2023 16:34:14",3,280,840,34
"8.6.2023 16:34:14",4,239,717,21.7
"8.6.2023 16:34:23",1,265,795,29.5
"8.6.2023 16:34:23",2,240,720,22
"8.6.2023 16:34:23",3,277,831,33.1
"8.6.2023 16:34:23",4,238,714,21.4
"8.6.2023 16:34:33",1,267,801,30.1
"8.6.2023 16:34:33",2,239,717,21.7
"8.6.2023 16:34:33",3,279,837,33.7
"8.6.2023 16:34:33",4,238,714,21.4
"8.6.2023 16:34:43",1,267,801,30.1
"8.6.2023 16:34:43",2,239,717,21.7
"8.6.2023 16:34:43",3,279,837,33.7
"8.6.2023 16:34:43",4,238,714,21.4
"8.6.2023 16:34:53",1,267,801,30.1
"8.6.2023 16:34:53",2,239,717,21.7
"8.6.2023 16:34:53",3,279,837,33.7
"8.6.2023 16:34:53",4,238,714,21.4
"8.6.2023 16:35:2",1,267,801,30.1
"8.6.2023 16:35:2",2,239,717,21.7
"8.6.2023 16:35:2",3,279,837,33.7
"8.6.2023 16:35:2",4,237,711,21.1
"8.6.2023 16:35:12",1,267,801,30.1
"8.6.2023 16:35:12",2,240,720,22
"8.6.2023 16:35:12",3,280,840,34
"8.6.2023 16:35:12",4,238,714,21.4
"8.6.2023 16:35:22",1,267,801,30.1
"8.6.2023 16:35:22",2,240,720,22
"8.6.2023 16:35:22",3,279,837,33.7
"8.6.2023 16:35:22",4,238,714,21.4
"8.6.2023 16:35:31",1,267,801,30.1
"8.6.2023 16:35:31",2,241,723,22.3
"8.6.2023 16:35:31",3,277,831,33.1
"8.6.2023 16:35:31",4,238,714,21.4
"8.6.2023 16:35:41",1,266,798,29.8
"8.6.2023 16:35:41",2,240,720,22
"8.6.2023 16:35:41",3,278,834,33.4
"8.6.2023 16:35:41",4,238,714,21.4
"8.6.2023 16:35:51",1,266,798,29.8
"8.6.2023 16:35:51",2,239,717,21.7
"8.6.2023 16:35:51",3,279,837,33.7
"8.6.2023 16:35:51",4,238,714,21.4
"8.6.2023 16:36:0",1,266,798,29.8
"8.6.2023 16:36:0",2,241,723,22.3
"8.6.2023 16:36:0",3,279,837,33.7
"8.6.2023 16:36:0",4,237,711,21.1
"8.6.2023 16:36:10",1,266,798,29.8
"8.6.2023 16:36:10",2,240,720,22
"8.6.2023 16:36:10",3,279,837,33.7
"8.6.2023 16:36:10",4,238,714,21.4
"8.6.2023 16:36:20",1,267,801,30.1
"8.6.2023 16:36:20",2,240,720,22
"8.6.2023 16:36:20",3,279,837,33.7
"8.6.2023 16:36:20",4,238,714,21.4
"8.6.2023 16:36:30",1,267,801,30.1
"8.6.2023 16:36:30",2,240,720,22
"8.6.2023 16:36:30",3,281,843,34.3
"8.6.2023 16:36:30",4,237,711,21.1
"8.6.2023 16:36:39",1,266,798,29.8
"8.6.2023 16:36:39",2,240,720,22
"8.6.2023 16:36:39",3,280,840,34
"8.6.2023 16:36:39",4,241,723,22.3
"8.6.2023 16:36:49",1,268,804,30.4
"8.6.2023 16:36:49",2,241,723,22.3
"8.6.2023 16:36:49",3,280,840,34
"8.6.2023 16:36:49",4,236,708,20.8
"8.6.2023 16:36:59",1,268,804,30.4
"8.6.2023 16:36:59",2,240,720,22
"8.6.2023 16:36:59",3,280,840,34
"8.6.2023 16:36:59",4,237,711,21.1
"8.6.2023 16:37:8",1,268,804,30.4
"8.6.2023 16:37:8",2,241,723,22.3
"8.6.2023 16:37:8",3,281,843,34.3
"8.6.2023 16:37:8",4,238,714,21.4
"8.6.2023 16:37:18",1,268,804,30.4
"8.6.2023 16:37:18",2,239,717,21.7
"8.6.2023 16:37:18",3,280,840,34
"8.6.2023 16:37:18",4,239,717,21.7
"8.6.2023 16:37:28",1,268,804,30.4
"8.6.2023 16:37:28",2,240,720,22
"8.6.2023 16:37:28",3,280,840,34
"8.6.2023 16:37:28",4,238,714,21.4
"8.6.2023 16:37:37",1,268,804,30.4
"8.6.2023 16:37:37",2,241,723,22.3
"8.6.2023 16:37:37",3,280,840,34
"8.6.2023 16:37:37",4,239,717,21.7
"8.6.2023 16:37:47",1,267,801,30.1
"8.6.2023 16:37:47",2,240,720,22
"8.6.2023 16:37:47",3,280,840,34
"8.6.2023 16:37:47",4,238,714,21.4
"8.6.2023 16:37:57",1,268,804,30.4
"8.6.2023 16:37:57",2,241,723,22.3
"8.6.2023 16:37:57",3,281,843,34.3
"8.6.2023 16:37:57",4,238,714,21.4
"8.6.2023 16:38:7",1,268,804,30.4
"8.6.2023 16:38:7",2,240,720,22
"8.6.2023 16:38:7",3,281,843,34.3
"8.6.2023 16:38:7",4,239,717,21.7
"8.6.2023 16:38:16",1,267,801,30.1
"8.6.2023 16:38:16",2,241,723,22.3
"8.6.2023 16:38:16",3,280,840,34
"8.6.2023 16:38:16",4,239,717,21.7
"8.6.2023 16:38:26",1,268,804,30.4
"8.6.2023 16:38:26",2,240,720,22
"8.6.2023 16:38:26",3,281,843,34.3
"8.6.2023 16:38:26",4,238,714,21.4
"8.6.2023 16:38:36",1,268,804,30.4
"8.6.2023 16:38:36",2,238,714,21.4
"8.6.2023 16:38:36",3,281,843,34.3
"8.6.2023 16:38:36",4,237,711,21.1
"8.6.2023 16:38:45",1,268,804,30.4
"8.6.2023 16:38:45",2,241,723,22.3
"8.6.2023 16:38:45",3,281,843,34.3
"8.6.2023 16:38:45",4,238,714,21.4
"8.6.2023 16:38:55",1,268,804,30.4
"8.6.2023 16:38:55",2,240,720,22
"8.6.2023 16:38:55",3,281,843,34.3
"8.6.2023 16:38:55",4,239,717,21.7
"8.6.2023 16:39:5",1,268,804,30.4
"8.6.2023 16:39:5",2,240,720,22
"8.6.2023 16:39:5",3,282,846,34.6
"8.6.2023 16:39:5",4,238,714,21.4
"8.6.2023 16:39:14",1,268,804,30.4
"8.6.2023 16:39:14",2,241,723,22.3
"8.6.2023 16:39:14",3,281,843,34.3
"8.6.2023 16:39:14",4,238,714,21.4
"8.6.2023 16:39:24",1,269,807,30.7
"8.6.2023 16:39:24",2,240,720,22
"8.6.2023 16:39:24",3,283,849,34.9
"8.6.2023 16:39:24",4,239,717,21.7
"8.6.2023 16:39:34",1,269,807,30.7
"8.6.2023 16:39:34",2,241,723,22.3
"8.6.2023 16:39:34",3,281,843,34.3
"8.6.2023 16:39:34",4,239,717,21.7
"8.6.2023 16:39:44",1,269,807,30.7
"8.6.2023 16:39:44",2,241,723,22.3
"8.6.2023 16:39:44",3,281,843,34.3
"8.6.2023 16:39:44",4,238,714,21.4
"8.6.2023 16:39:53",1,269,807,30.7
"8.6.2023 16:39:53",2,240,720,22
"8.6.2023 16:39:53",3,281,843,34.3
"8.6.2023 16:39:53",4,238,714,21.4
"8.6.2023 16:40:3",1,270,810,31
"8.6.2023 16:40:3",2,242,726,22.6
"8.6.2023 16:40:3",3,283,849,34.9
"8.6.2023 16:40:3",4,237,711,21.1
"8.6.2023 16:40:13",1,269,807,30.7
"8.6.2023 16:40:13",2,241,723,22.3
"8.6.2023 16:40:13",3,283,849,34.9
"8.6.2023 16:40:13",4,240,720,22
"8.6.2023 16:40:22",1,268,804,30.4
"8.6.2023 16:40:22",2,240,720,22
"8.6.2023 16:40:22",3,283,849,34.9
"8.6.2023 16:40:22",4,239,717,21.7
"8.6.2023 16:40:32",1,268,804,30.4
"8.6.2023 16:40:32",2,241,723,22.3
"8.6.2023 16:40:32",3,283,849,34.9
"8.6.2023 16:40:32",4,239,717,21.7
"8.6.2023 16:40:42",1,269,807,30.7
"8.6.2023 16:40:42",2,241,723,22.3
"8.6.2023 16:40:42",3,282,846,34.6
"8.6.2023 16:40:42",4,239,717,21.7
"8.6.2023 16:40:51",1,270,810,31
"8.6.2023 16:40:51",2,236,708,20.8
"8.6.2023 16:40:51",3,283,849,34.9
"8.6.2023 16:40:51",4,238,714,21.4
"8.6.2023 16:41:1",1,270,810,31
"8.6.2023 16:41:1",2,240,720,22
"8.6.2023 16:41:1",3,282,846,34.6
"8.6.2023 16:41:1",4,238,714,21.4
"8.6.2023 16:41:11",1,270,810,31
"8.6.2023 16:41:11",2,241,723,22.3
"8.6.2023 16:41:11",3,283,849,34.9
"8.6.2023 16:41:11",4,239,717,21.7
"8.6.2023 16:41:21",1,270,810,31
"8.6.2023 16:41:21",2,241,723,22.3
"8.6.2023 16:41:21",3,283,849,34.9
"8.6.2023 16:41:21",4,238,714,21.4
"8.6.2023 16:41:30",1,269,807,30.7
"8.6.2023 16:41:30",2,240,720,22
"8.6.2023 16:41:30",3,283,849,34.9
"8.6.2023 16:41:30",4,238,714,21.4
"8.6.2023 16:41:40",1,270,810,31
"8.6.2023 16:41:40",2,241,723,22.3
"8.6.2023 16:41:40",3,283,849,34.9
"8.6.2023 16:41:40",4,239,717,21.7
"8.6.2023 16:41:50",1,269,807,30.7
"8.6.2023 16:41:50",2,240,720,22
"8.6.2023 16:41:50",3,285,855,35.5
"8.6.2023 16:41:50",4,239,717,21.7
"8.6.2023 16:41:59",1,271,813,31.3
"8.6.2023 16:41:59",2,241,723,22.3
"8.6.2023 16:41:59",3,283,849,34.9
"8.6.2023 16:41:59",4,239,717,21.7
"8.6.2023 16:42:9",1,270,810,31
"8.6.2023 16:42:9",2,240,720,22
"8.6.2023 16:42:9",3,283,849,34.9
"8.6.2023 16:42:9",4,239,717,21.7
"8.6.2023 16:42:19",1,270,810,31
"8.6.2023 16:42:19",2,241,723,22.3
"8.6.2023 16:42:19",3,284,852,35.2
"8.6.2023 16:42:19",4,239,717,21.7
"8.6.2023 16:42:28",1,270,810,31
"8.6.2023 16:42:28",2,241,723,22.3
"8.6.2023 16:42:28",3,284,852,35.2
"8.6.2023 16:42:28",4,239,717,21.7
"8.6.2023 16:42:38",1,270,810,31
"8.6.2023 16:42:38",2,239,717,21.7
"8.6.2023 16:42:38",3,284,852,35.2
"8.6.2023 16:42:38",4,238,714,21.4
"8.6.2023 16:42:48",1,271,813,31.3
"8.6.2023 16:42:48",2,243,729,22.9
"8.6.2023 16:42:48",3,284,852,35.2
"8.6.2023 16:42:48",4,238,714,21.4
"8.6.2023 16:42:57",1,272,816,31.6
"8.6.2023 16:42:57",2,242,726,22.6
"8.6.2023 16:42:57",3,284,852,35.2
"8.6.2023 16:42:57",4,240,720,22
"8.6.2023 16:43:7",1,271,813,31.3
"8.6.2023 16:43:7",2,240,720,22
"8.6.2023 16:43:7",3,285,855,35.5
"8.6.2023 16:43:7",4,237,711,21.1
"8.6.2023 16:43:17",1,272,816,31.6
"8.6.2023 16:43:17",2,242,726,22.6
"8.6.2023 16:43:17",3,285,855,35.5
"8.6.2023 16:43:17",4,239,717,21.7
"8.6.2023 16:43:26",1,270,810,31
"8.6.2023 16:43:26",2,240,720,22
"8.6.2023 16:43:26",3,283,849,34.9
"8.6.2023 16:43:26",4,239,717,21.7
"8.6.2023 16:43:36",1,271,813,31.3
"8.6.2023 16:43:36",2,241,723,22.3
"8.6.2023 16:43:36",3,279,837,33.7
"8.6.2023 16:43:36",4,239,717,21.7
"8.6.2023 16:43:46",1,272,816,31.6
"8.6.2023 16:43:46",2,243,729,22.9
"8.6.2023 16:43:46",3,285,855,35.5
"8.6.2023 16:43:46",4,240,720,22
"8.6.2023 16:43:55",1,271,813,31.3
"8.6.2023 16:43:55",2,241,723,22.3
"8.6.2023 16:43:55",3,286,858,35.8
"8.6.2023 16:43:55",4,239,717,21.7
"8.6.2023 16:44:5",1,271,813,31.3
"8.6.2023 16:44:5",2,241,723,22.3
"8.6.2023 16:44:5",3,283,849,34.9
"8.6.2023 16:44:5",4,239,717,21.7
"8.6.2023 16:44:15",1,265,795,29.5
"8.6.2023 16:44:15",2,241,723,22.3
"8.6.2023 16:44:15",3,285,855,35.5
"8.6.2023 16:44:15",4,238,714,21.4
"8.6.2023 16:44:25",1,272,816,31.6
"8.6.2023 16:44:25",2,241,723,22.3
"8.6.2023 16:44:25",3,286,858,35.8
"8.6.2023 16:44:25",4,239,717,21.7
"8.6.2023 16:44:34",1,272,816,31.6
"8.6.2023 16:44:34",2,243,729,22.9
"8.6.2023 16:44:34",3,284,852,35.2
"8.6.2023 16:44:34",4,240,720,22
"8.6.2023 16:44:43",1,274,822,32.2
"8.6.2023 16:44:43",2,242,726,22.6
"8.6.2023 16:44:43",3,285,855,35.5
"8.6.2023 16:44:43",4,240,720,22
"8.6.2023 16:44:53",1,272,816,31.6
"8.6.2023 16:44:53",2,242,726,22.6
"8.6.2023 16:44:53",3,286,858,35.8
"8.6.2023 16:44:53",4,238,714,21.4
"8.6.2023 16:45:2",1,272,816,31.6
"8.6.2023 16:45:2",2,244,732,23.2
"8.6.2023 16:45:2",3,286,858,35.8
"8.6.2023 16:45:2",4,239,717,21.7
"8.6.2023 16:45:12",1,271,813,31.3
"8.6.2023 16:45:12",2,240,720,22
"8.6.2023 16:45:12",3,286,858,35.8
"8.6.2023 16:45:12",4,238,714,21.4
"8.6.2023 16:45:21",1,273,819,31.9
"8.6.2023 16:45:21",2,242,726,22.6
"8.6.2023 16:45:21",3,286,858,35.8
"8.6.2023 16:45:21",4,240,720,22
"8.6.2023 16:45:30",1,272,816,31.6
"8.6.2023 16:45:30",2,242,726,22.6
"8.6.2023 16:45:30",3,286,858,35.8
"8.6.2023 16:45:30",4,240,720,22
"8.6.2023 16:45:40",1,274,822,32.2
"8.6.2023 16:45:40",2,240,720,22
"8.6.2023 16:45:40",3,287,861,36.1
"8.6.2023 16:45:40",4,240,720,22
"8.6.2023 16:45:49",1,273,819,31.9
"8.6.2023 16:45:49",2,240,720,22
"8.6.2023 16:45:49",3,286,858,35.8
"8.6.2023 16:45:49",4,238,714,21.4
"8.6.2023 16:45:58",1,273,819,31.9
"8.6.2023 16:45:58",2,241,723,22.3
"8.6.2023 16:45:58",3,286,858,35.8
"8.6.2023 16:45:58",4,238,714,21.4
"8.6.2023 16:46:8",1,273,819,31.9
"8.6.2023 16:46:8",2,241,723,22.3
"8.6.2023 16:46:8",3,286,858,35.8
"8.6.2023 16:46:8",4,238,714,21.4
"8.6.2023 16:46:17",1,272,816,31.6
"8.6.2023 16:46:17",2,241,723,22.3
"8.6.2023 16:46:17",3,285,855,35.5
"8.6.2023 16:46:17",4,240,720,22
"8.6.2023 16:46:27",1,273,819,31.9
"8.6.2023 16:46:27",2,241,723,22.3
"8.6.2023 16:46:27",3,288,864,36.4
"8.6.2023 16:46:27",4,239,717,21.7
"8.6.2023 16:46:36",1,274,822,32.2
"8.6.2023 16:46:36",2,240,720,22
"8.6.2023 16:46:36",3,287,861,36.1
"8.6.2023 16:46:36",4,238,714,21.4
"8.6.2023 16:46:45",1,273,819,31.9
"8.6.2023 16:46:45",2,240,720,22
"8.6.2023 16:46:45",3,287,861,36.1
"8.6.2023 16:46:45",4,239,717,21.7
"8.6.2023 16:46:55",1,274,822,32.2
"8.6.2023 16:46:55",2,242,726,22.6
"8.6.2023 16:46:55",3,288,864,36.4
"8.6.2023 16:46:55",4,239,717,21.7
"8.6.2023 16:47:4",1,274,822,32.2
"8.6.2023 16:47:4",2,242,726,22.6
"8.6.2023 16:47:4",3,287,861,36.1
"8.6.2023 16:47:4",4,243,729,22.9
"8.6.2023 16:47:13",1,273,819,31.9
"8.6.2023 16:47:13",2,242,726,22.6
"8.6.2023 16:47:13",3,288,864,36.4
"8.6.2023 16:47:13",4,239,717,21.7
"8.6.2023 16:47:23",1,274,822,32.2
"8.6.2023 16:47:23",2,241,723,22.3
"8.6.2023 16:47:23",3,287,861,36.1
"8.6.2023 16:47:23",4,239,717,21.7
"8.6.2023 16:47:32",1,275,825,32.5
"8.6.2023 16:47:32",2,241,723,22.3
"8.6.2023 16:47:32",3,288,864,36.4
"8.6.2023 16:47:32",4,239,717,21.7
"8.6.2023 16:47:42",1,273,819,31.9
"8.6.2023 16:47:42",2,244,732,23.2
"8.6.2023 16:47:42",3,289,867,36.7
"8.6.2023 16:47:42",4,239,717,21.7
"8.6.2023 16:47:51",1,274,822,32.2
"8.6.2023 16:47:51",2,242,726,22.6
"8.6.2023 16:47:51",3,288,864,36.4
"8.6.2023 16:47:51",4,239,717,21.7
"8.6.2023 16:48:0",1,275,825,32.5
"8.6.2023 16:48:0",2,241,723,22.3
"8.6.2023 16:48:0",3,287,861,36.1
"8.6.2023 16:48:0",4,240,720,22
"8.6.2023 16:48:10",1,274,822,32.2
"8.6.2023 16:48:10",2,241,723,22.3
"8.6.2023 16:48:10",3,288,864,36.4
"8.6.2023 16:48:10",4,240,720,22
"8.6.2023 16:48:19",1,273,819,31.9
"8.6.2023 16:48:19",2,242,726,22.6
"8.6.2023 16:48:19",3,289,867,36.7
"8.6.2023 16:48:19",4,237,711,21.1
"8.6.2023 16:48:28",1,275,825,32.5
"8.6.2023 16:48:28",2,243,729,22.9
"8.6.2023 16:48:28",3,288,864,36.4
"8.6.2023 16:48:28",4,240,720,22
"8.6.2023 16:48:38",1,275,825,32.5
"8.6.2023 16:48:38",2,242,726,22.6
"8.6.2023 16:48:38",3,285,855,35.5
"8.6.2023 16:48:38",4,240,720,22
"8.6.2023 16:48:47",1,276,828,32.8
"8.6.2023 16:48:47",2,240,720,22
"8.6.2023 16:48:47",3,289,867,36.7
"8.6.2023 16:48:47",4,240,720,22
"8.6.2023 16:48:57",1,275,825,32.5
"8.6.2023 16:48:57",2,243,729,22.9
"8.6.2023 16:48:57",3,290,870,37
"8.6.2023 16:48:57",4,240,720,22
"8.6.2023 16:49:6",1,274,822,32.2
"8.6.2023 16:49:6",2,241,723,22.3
"8.6.2023 16:49:6",3,289,867,36.7
"8.6.2023 16:49:6",4,239,717,21.7
"8.6.2023 16:49:15",1,275,825,32.5
"8.6.2023 16:49:15",2,241,723,22.3
"8.6.2023 16:49:15",3,289,867,36.7
"8.6.2023 16:49:15",4,239,717,21.7
"8.6.2023 16:49:25",1,276,828,32.8
"8.6.2023 16:49:25",2,241,723,22.3
"8.6.2023 16:49:25",3,289,867,36.7
"8.6.2023 16:49:25",4,240,720,22
"8.6.2023 16:49:34",1,275,825,32.5
"8.6.2023 16:49:34",2,243,729,22.9
"8.6.2023 16:49:34",3,287,861,36.1
"8.6.2023 16:49:34",4,240,720,22
"8.6.2023 16:49:43",1,276,828,32.8
"8.6.2023 16:49:43",2,239,717,21.7
"8.6.2023 16:49:43",3,290,870,37
"8.6.2023 16:49:43",4,240,720,22
"8.6.2023 16:49:53",1,276,828,32.8
"8.6.2023 16:49:53",2,241,723,22.3
"8.6.2023 16:49:53",3,290,870,37
"8.6.2023 16:49:53",4,240,720,22
"8.6.2023 16:50:2",1,274,822,32.2
"8.6.2023 16:50:2",2,239,717,21.7
"8.6.2023 16:50:2",3,288,864,36.4
"8.6.2023 16:50:2",4,239,717,21.7
"8.6.2023 16:50:12",1,276,828,32.8
"8.6.2023 16:50:12",2,244,732,23.2
"8.6.2023 16:50:12",3,289,867,36.7
"8.6.2023 16:50:12",4,239,717,21.7
"8.6.2023 16:50:21",1,276,828,32.8
"8.6.2023 16:50:21",2,242,726,22.6
"8.6.2023 16:50:21",3,290,870,37
"8.6.2023 16:50:21",4,240,720,22
"8.6.2023 16:50:30",1,276,828,32.8
"8.6.2023 16:50:30",2,242,726,22.6
"8.6.2023 16:50:30",3,291,873,37.3
"8.6.2023 16:50:30",4,240,720,22
"8.6.2023 16:50:40",1,277,831,33.1
"8.6.2023 16:50:40",2,242,726,22.6
"8.6.2023 16:50:40",3,290,870,37
"8.6.2023 16:50:40",4,239,717,21.7
"8.6.2023 16:50:49",1,276,828,32.8
"8.6.2023 16:50:49",2,242,726,22.6
"8.6.2023 16:50:49",3,287,861,36.1
"8.6.2023 16:50:49",4,240,720,22
"8.6.2023 16:50:59",1,277,831,33.1
"8.6.2023 16:50:59",2,243,729,22.9
"8.6.2023 16:50:59",3,293,879,37.9
"8.6.2023 16:50:59",4,240,720,22
"8.6.2023 16:51:8",1,277,831,33.1
"8.6.2023 16:51:8",2,243,729,22.9
"8.6.2023 16:51:8",3,291,873,37.3
"8.6.2023 16:51:8",4,239,717,21.7
"8.6.2023 16:51:17",1,274,822,32.2
"8.6.2023 16:51:17",2,243,729,22.9
"8.6.2023 16:51:17",3,291,873,37.3
"8.6.2023 16:51:17",4,238,714,21.4
"8.6.2023 16:51:27",1,277,831,33.1
"8.6.2023 16:51:27",2,243,729,22.9
"8.6.2023 16:51:27",3,290,870,37
"8.6.2023 16:51:27",4,240,720,22
"8.6.2023 16:51:36",1,277,831,33.1
"8.6.2023 16:51:36",2,239,717,21.7
"8.6.2023 16:51:36",3,292,876,37.6
"8.6.2023 16:51:36",4,240,720,22
"8.6.2023 16:51:46",1,277,831,33.1
"8.6.2023 16:51:46",2,242,726,22.6
"8.6.2023 16:51:46",3,290,870,37
"8.6.2023 16:51:46",4,239,717,21.7
"8.6.2023 16:51:55",1,277,831,33.1
"8.6.2023 16:51:55",2,241,723,22.3
"8.6.2023 16:51:55",3,292,876,37.6
"8.6.2023 16:51:55",4,239,717,21.7
"8.6.2023 16:52:5",1,277,831,33.1
"8.6.2023 16:52:5",2,242,726,22.6
"8.6.2023 16:52:5",3,291,873,37.3
"8.6.2023 16:52:5",4,240,720,22
"8.6.2023 16:52:14",1,278,834,33.4
"8.6.2023 16:52:14",2,246,738,23.8
"8.6.2023 16:52:14",3,291,873,37.3
"8.6.2023 16:52:14",4,240,720,22
"8.6.2023 16:52:23",1,277,831,33.1
"8.6.2023 16:52:23",2,242,726,22.6
"8.6.2023 16:52:23",3,289,867,36.7
"8.6.2023 16:52:23",4,240,720,22
"8.6.2023 16:52:33",1,278,834,33.4
"8.6.2023 16:52:33",2,243,729,22.9
"8.6.2023 16:52:33",3,291,873,37.3
"8.6.2023 16:52:33",4,240,720,22
"8.6.2023 16:52:42",1,277,831,33.1
"8.6.2023 16:52:42",2,242,726,22.6
"8.6.2023 16:52:42",3,292,876,37.6
"8.6.2023 16:52:42",4,239,717,21.7
"8.6.2023 16:52:52",1,279,837,33.7
"8.6.2023 16:52:52",2,242,726,22.6
"8.6.2023 16:52:52",3,291,873,37.3
"8.6.2023 16:52:52",4,240,720,22
"8.6.2023 16:53:1",1,278,834,33.4
"8.6.2023 16:53:1",2,245,735,23.5
"8.6.2023 16:53:1",3,291,873,37.3
"8.6.2023 16:53:1",4,239,717,21.7
"8.6.2023 16:53:10",1,279,837,33.7
"8.6.2023 16:53:10",2,242,726,22.6
"8.6.2023 16:53:10",3,291,873,37.3
"8.6.2023 16:53:10",4,240,720,22
"8.6.2023 16:53:20",1,280,840,34
"8.6.2023 16:53:20",2,242,726,22.6
"8.6.2023 16:53:20",3,292,876,37.6
"8.6.2023 16:53:20",4,240,720,22
"8.6.2023 16:53:29",1,278,834,33.4
"8.6.2023 16:53:29",2,243,729,22.9
"8.6.2023 16:53:29",3,291,873,37.3
"8.6.2023 16:53:29",4,239,717,21.7
"8.6.2023 16:53:39",1,278,834,33.4
"8.6.2023 16:53:39",2,242,726,22.6
"8.6.2023 16:53:39",3,292,876,37.6
"8.6.2023 16:53:39",4,241,723,22.3
"8.6.2023 16:53:48",1,280,840,34
"8.6.2023 16:53:48",2,242,726,22.6
"8.6.2023 16:53:48",3,292,876,37.6
"8.6.2023 16:53:48",4,241,723,22.3
"8.6.2023 16:53:57",1,278,834,33.4
"8.6.2023 16:53:57",2,243,729,22.9
"8.6.2023 16:53:57",3,291,873,37.3
"8.6.2023 16:53:57",4,240,720,22
"8.6.2023 16:54:7",1,279,837,33.7
"8.6.2023 16:54:7",2,242,726,22.6
"8.6.2023 16:54:7",3,292,876,37.6
"8.6.2023 16:54:7",4,240,720,22
"8.6.2023 16:54:16",1,279,837,33.7
"8.6.2023 16:54:16",2,242,726,22.6
"8.6.2023 16:54:16",3,292,876,37.6
"8.6.2023 16:54:16",4,239,717,21.7
